Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-07-26,61.44,61.44,60.288,60.288,2463.5416667455
2022-07-27,60.288,60.48,59.904,60.48,881.2500000282
2022-07-28,60.48,60.672,60.096,60.288,1294.7916667081
2022-07-29,60.48,60.672,60.096,60.288,1591.6666667176
2022-08-01,60.48,61.056,60.096,60.288,1308.3333333752
2022-08-02,60.672,60.672,60.096,60.096,675.0000000216
2022-08-03,60.48,60.48,59.52,59.712,868.7500000278
2022-08-04,60.48,60.48,59.904,60.096,384.3750000123
2022-08-05,60.288,60.288,59.712,60.288,458.333333348
2022-08-08,60.48,60.672,60.096,60.288,673.9583333549
2022-08-09,60.672,60.672,60.096,60.288,1152.0833333702
2022-08-10,60.288,60.288,59.712,60.288,401.0416666795
2022-08-11,60.288,60.864,59.136,59.52,1198.9583333717
2022-08-12,59.328,60.096,59.328,60.096,551.0416666843
2022-08-16,60.096,60.288,59.904,60.288,742.7083333571
2022-08-17,60.288,60.288,59.712,60.288,382.2916666789
2022-08-18,60.48,60.48,59.52,59.904,631.2500000202
2022-08-19,60.096,60.48,59.52,60.096,1158.3333333704
2022-08-22,60.096,60.096,59.712,59.904,264.5833333418
2022-08-23,60.096,60.48,59.712,60.288,367.7083333451
2022-08-24,60.672,60.672,58.944,59.712,742.7083333571
2022-08-25,60.096,60.096,58.176,59.712,1722.9166667218
2022-08-26,59.904,59.904,58.752,59.52,344.7916666777
2022-08-29,58.944,59.52,58.176,58.368,926.0416666963
2022-08-30,58.176,59.328,58.176,58.752,146.8750000047
2022-08-31,58.944,59.136,58.56,58.56,567.7083333515
2022-09-01,58.56,59.136,57.408,58.56,1469.7916667137
2022-09-02,58.56,58.56,57.6,58.56,543.7500000174
2022-09-05,58.56,58.56,57.6,58.56,534.3750000171
2022-09-06,58.56,58.56,57.408,57.6,2527.0833334142
2022-09-07,57.6,57.6,57.408,57.408,200.0000000064
2022-09-08,57.792,58.176,57.6,57.6,526.0416666835
2022-09-09,58.56,59.52,57.216,57.408,879.1666666948
2022-09-12,57.984,58.56,57.408,57.6,540.6250000173
2022-09-13,57.984,59.712,57.6,57.6,1159.3750000371
2022-09-14,57.408,57.792,57.216,57.792,458.333333348
2022-09-15,58.176,58.176,57.408,57.408,586.4583333521
2022-09-16,57.408,57.6,57.024,57.6,663.5416666879
2022-09-19,57.6,57.6,57.216,57.6,360.4166666782
2022-09-20,58,62.4,58,58,1168
2022-09-21,59.8,59.8,57.8,57.8,534
2022-09-22,58,58.4,57.6,57.6,1128
2022-09-23,58,58,56,57,283
2022-09-26,57,57,53.2,55.8,3899
2022-09-27,55.8,56,55,55.8,235
2022-09-28,55.8,55.8,54.6,55.2,686
2022-09-29,55,55.4,54.6,54.6,642
2022-09-30,54.4,55.8,54.4,54.8,1708
2022-10-03,55,55,54.2,54.2,545
2022-10-04,54.4,55,54,54.2,1165
2022-10-05,53.8,54.6,53.6,53.8,1808
2022-10-06,54.2,54.2,54,54,669
2022-10-07,54.4,54.4,53.8,54,228
2022-10-10,54.4,54.4,53.8,53.8,1108
2022-10-11,53.6,53.6,53.4,53.4,893
2022-10-12,53.8,53.8,53,53,2264
2022-10-13,53.2,53.8,52.8,53.8,736
2022-10-14,53,54.4,52.8,53,1273
2022-10-17,53.2,54,53,53.6,889
2022-10-18,53.2,53.2,52,52,3242
2022-10-19,52,52.2,51.8,52.2,538
2022-10-20,52.2,52.2,51.2,52.2,1397
2022-10-21,51.6,52,51.4,51.4,461
2022-10-24,51.2,52,51.2,52,166
2022-10-25,52,52.2,50,50.2,2301
2022-10-26,50,50.8,50,50,1330
2022-10-27,51.2,51.2,49.8,49.8,1612
2022-10-28,49.8,50.4,49.7,49.8,861
2022-10-31,50.2,51,50.2,50.4,1758
2022-11-02,51.2,51.2,49.8,49.8,2990
2022-11-03,50,51,49.9,50.2,710
2022-11-04,51.2,51.2,49.9,50.2,2260
2022-11-07,51.2,51.2,49.9,49.9,1953
2022-11-08,50.2,50.2,49.9,50,952
2022-11-09,50.4,50.4,49.8,50,2720
2022-11-10,50.4,50.4,49.9,50.2,2091
2022-11-14,50.4,50.6,49.8,50.4,66200
2022-11-15,50.4,50.6,50,50.2,1591
2022-11-16,50,50.6,50,50.6,490
2022-11-17,50.8,51.2,50,50.6,52097
2022-11-18,50.8,50.8,50.2,50.6,460
2022-11-21,50.6,50.6,50.2,50.2,583
2022-11-22,50.6,50.6,50,50,1373
2022-11-23,50.2,50.4,50.2,50.4,381
2022-11-24,50.4,50.4,50,50,2651
2022-11-25,50.4,50.4,49.9,50.2,1128
2022-11-28,50.4,50.4,49.8,50,1249
2022-11-29,50,50.2,49.9,49.9,4118
2022-11-30,50,50.2,50,50.2,1202
2022-12-01,50.2,50.6,49.8,50.2,2538
2022-12-02,51,51,49.8,49.9,1832
2022-12-05,50.2,50.4,49.8,50.2,1935
2022-12-06,50.2,50.4,49.9,50,1780
2022-12-07,50,50.4,50,50.4,925
2022-12-08,50.4,50.4,50,50.2,914
2022-12-09,50.2,50.2,50,50.2,2559
2022-12-12,50,50.2,49.9,50.2,31871
2022-12-13,50.4,53.2,50,52.8,66113
2022-12-14,53.4,53.8,52.4,53.2,103113
2022-12-15,53,53.8,52.6,52.6,16329
2022-12-16,53,55.6,53,53.8,12058
2022-12-19,54,55,53.6,54.6,1105
2022-12-20,55,56,54.6,55.6,1557
2022-12-21,55.8,57.6,55.6,57.4,1673
2022-12-22,57.4,58,57,57,686
2022-12-23,57,57.2,53,55,3561
2022-12-27,56,56,54,55,1610
2022-12-28,55,55,53.2,53.2,2750
2022-12-29,54,54.8,53.8,54.4,816
2022-12-30,54.2,54.6,54,54.6,517
2023-01-02,55,58,54.8,57.6,834
2023-01-03,56.2,57.8,56.2,57,938
2023-01-04,57.6,59,57,59,1492
2023-01-05,58,59.8,58,58.6,1266
2023-01-09,59,60,58,60,857
2023-01-10,60,60.6,59.2,59.2,653
2023-01-11,59,59.2,57.4,58.4,644
2023-01-12,59,60.2,59,59.8,710
2023-01-13,60,60,59,59.8,1180
2023-01-16,59.8,61,59.6,60.8,332
2023-01-17,61,61,60,61,344
2023-01-18,61,61,56.6,60,2494
2023-01-19,60,60.4,58.4,59.8,278
2023-01-20,58.6,59.2,58.6,59.2,319
2023-01-23,59.2,60.8,59,59,575
2023-01-24,60,60.8,59.4,59.6,335
2023-01-25,60.8,60.8,59.4,59.4,256
2023-01-26,59.8,59.8,59.4,59.8,1882
2023-01-27,59.6,59.8,59.6,59.8,261
2023-01-30,60,60.4,58,58.4,743
2023-01-31,58.2,58.8,57.8,58.4,552
2023-02-01,59,59.4,58,58,287
2023-02-02,58.2,59.2,58,58.2,314
2023-02-03,59.2,59.2,58.2,58.2,70
2023-02-06,58.4,60,58,59.8,715
2023-02-07,60,60,58.4,58.4,414
2023-02-08,58.4,59.4,58.2,59.4,229
2023-02-09,59,59.4,58.8,59.2,490
2023-02-10,59,59,58.4,59,360
2023-02-13,59,59,58,58,535
2023-02-14,58,58.4,57,58.4,10342
2023-02-15,58.4,58.8,57.2,58.6,206
2023-02-16,58.4,58.8,57.8,58,407
2023-02-17,58.8,58.8,58.4,58.8,214
2023-02-20,58.8,63.2,58.8,62.2,5543
2023-02-21,62.8,62.8,60.2,62,2270
2023-02-22,62,62,60,61.4,650
2023-02-23,61.4,62.8,61,62,552
2023-02-24,60.6,63,60.6,63,1275
2023-02-27,60.8,62.8,60.8,61.4,203
2023-02-28,61.6,62.4,61.4,61.4,450
2023-03-01,61.2,63,60.8,61.8,573
2023-03-02,61.8,62,61,62,206
2023-03-03,62,62.6,60.8,61,220
2023-03-06,61,63.8,61,62.8,2803
2023-03-07,62.8,62.8,62,62.8,170
2023-03-08,63,63,62,63,275
2023-03-09,62.6,67.4,62.6,66.8,2824
